id,Volcano_Number,Volcano_Name,Volcanic_Landform,Primary_Volcano_Type,Last_Eruption_Year,Country,Region,Subregion,Geological_Summary,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,x_coordinate,y_coordinate,source,buffer_km,geom_buffer
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_261,283120,Kusatsu-Shiranesan,Composite,Stratovolcano(es),2018.0,Japan,Northwestern Pacific Volcanic Regions,Northeast Japan Volcanic Arc,"The Kusatsu-Shiranesan complex, located immediately north of Asama volcano, consists of a series of overlapping pyroclastic cones and three crater lakes. The andesitic-to-dacitic volcano was formed in three eruptive stages beginning in the early to mid-Pleistocene. The Pleistocene Oshi pyroclastic flow produced extensive welded tuffs and non-welded pumice that covers much of the E, S, and SW flanks. The latest eruptive stage began about 14,000 years ago. Historical eruptions have consisted of phreatic explosions from the acidic crater lakes or their margins. Fumaroles and hot springs that dot the flanks have strongly acidified many rivers draining from the volcano. The crater was the site of active sulfur mining for many years during the 19th and 20th centuries.",36.618,138.528,2165,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01496.jpg,"The summit of Kusatsu-Shiranesan contains three craters with the largest, Yugama, holding the turquoise lake shown here. Rafts of yellow sulfur float on the surface of the acidic lake. This 1977 view looks across the lake from the SW-most crater (Karagama) to the NE-most crater (Mizugama), located beyond the notch to the left. Small-to-moderate phreatic explosions have been recorded from all three craters since the 1800s.","Photo by Lee Siebert, 1977 (Smithsonian Institution).",Andesite / Basaltic Andesite,138.528,36.618,unrest,30,"POLYGON ((138.79749458523582 36.617999999999995, 138.7923163223477 36.575789543870265, 138.776980531422 36.53517943869423, 138.75207655830366 36.4977340574026, 138.7185614487133 36.464898007789316, 138.67772316951698 36.437939763855844, 138.63113111288183 36.417901914670004, 138.58057578541525 36.40556009527353, 138.52799999999996 36.401392330039094, 138.4754242145847 36.40556009527353, 138.4248688871181 36.417901914670004, 138.37827683048297 36.437939763855844, 138.33743855128665 36.464898007789316, 138.3039234416963 36.4977340574026, 138.27901946857796 36.53517943869423, 138.26368367765227 36.575789543870265, 138.25850541476413 36.617999999999995, 138.26368367765227 36.660187358999686, 138.27901946857796 36.70073168916514, 138.3039234416963 36.738078631337615, 138.33743855128665 36.770798564309544, 138.37827683048297 36.7976406918364, 138.4248688871181 36.817580102469776, 138.4754242145847 36.82985614742237, 138.52799999999996 36.83400081576149, 138.58057578541525 36.82985614742237, 138.63113111288183 36.817580102469776, 138.67772316951698 36.7976406918364, 138.7185614487133 36.770798564309544, 138.75207655830366 36.738078631337615, 138.776980531422 36.70073168916514, 138.7923163223477 36.660187358999686, 138.79749458523582 36.617999999999995))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_2b8,285070,Akan,Caldera,Caldera,2008.0,Japan,Northwestern Pacific Volcanic Regions,Kuril Volcanic Arc,"Akan is a 13 x 24 km caldera located immediately SW of Kussharo caldera in eastern Hokkaido. The elongated, irregular outline of the caldera rim reflects its incremental formation during major explosive eruptions from the early to mid-Pleistocene. There are four post-caldera stratovolcanoes, three at the SW end of the caldera and the other on the NE side. Conical Oakandake was frequently active during the Holocene. The 1-km-wide Nakamachineshiri crater of Meakandake was formed during a major pumice-and-scoria eruption about 13,500 years ago. The Meakandake group, composed of nine overlapping cones E of Lake Akan, has produced mild phreatic eruptions since the beginning of the 19th century. The main cone of Meakandake proper has a triple crater at its summit. Although recorded eruptions at Meakandake have consisted of minor phreatic explosions, four major magmatic eruptions with pyroclastic flows have also occurred during the Holocene.",43.384,144.013,1499,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-05610.jpg,"Oakandake, the largest post-caldera cone at Akan volcano, is seen here from the W across the Akan Caldera lake. It was constructed at the NE end of the 13 x 14 km caldera, opposite a cluster of stratovolcanoes at the SW end. Meakan in the SW group has been frequently active.","Photo by Wataru Hirose, 1996 (Hokkaido University).",Andesite / Basaltic Andesite,144.013,43.384,unrest,30,"POLYGON ((144.28249458523584 43.38399999999999, 144.2773163223477 43.34577763806322, 144.261980531422 43.30900142834475, 144.2370765583037 43.275088564020855, 144.20356144871332 43.24534813875634, 144.16272316951702 43.22092994962446, 144.11613111288187 43.20277926237332, 144.06557578541526 43.19159943699031, 144.013 43.18782400934981, 143.96042421458472 43.19159943699031, 143.90986888711814 43.20277926237332, 143.863276830483 43.22092994962446, 143.82243855128667 43.24534813875634, 143.7889234416963 43.275088564020855, 143.76401946857797 43.30900142834475, 143.74868367765228 43.34577763806322, 143.74350541476414 43.38399999999999, 143.74868367765228 43.422198277997744, 143.76401946857797 43.458905902500646, 143.7889234416963 43.49271612190675, 143.82243855128667 43.52233546940652, 143.863276830483 43.54663258095894, 143.90986888711814 43.564680623739655, 143.96042421458472 43.57579186435444, 144.013 43.5795432082412, 144.06557578541526 43.57579186435444, 144.11613111288187 43.564680623739655, 144.16272316951702 43.54663258095894, 144.20356144871332 43.52233546940652, 144.2370765583037 43.49271612190675, 144.261980531422 43.458905902500646, 144.2773163223477 43.422198277997744, 144.28249458523584 43.38399999999999))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_355,311360,Shishaldin,Composite,Stratovolcano,2023.0,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,"The symmetrical glacier-covered Shishaldin in the Aleutian Islands is the westernmost of three large stratovolcanoes in the eastern half of Unimak Island. The Aleuts named the volcano Sisquk, meaning ""mountain which points the way when I am lost."" Constructed atop an older glacially dissected edifice, it is largely basaltic in composition. Remnants of an older edifice are exposed on the W and NE sides at 1,500-1,800 m elevation. There are over two dozen pyroclastic cones on its NW flank, which is covered by massive aa lava flows. Frequent explosive activity, primarily consisting of Strombolian ash eruptions from the small summit crater, but sometimes producing lava flows, has been recorded since the 18th century. A steam plume often rises from the summit crater.",54.756,-163.97,2857,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-05369.jpg,"Shishaldin, located on central Unimak Island in the Aleutians, has a summit crater that emits a nearly continuous plume. It is the highest and one of the most active volcanoes of the Aleutian Islands. There have been frequent Strombolian eruptions, sometimes with lava flows, since the 18th century.","Photo by Chris Nye (Alaska Division of Geological & Geophysical Surveys, Alaska Volcano Observatory).",Basalt / Picro-Basalt,-163.97,54.756,unrest,30,"POLYGON ((-163.70050541476414 54.75599999999999, -163.70568367765227 54.72564926478062, -163.72101946857796 54.69644344022311, -163.7459234416963 54.66950856915915, -163.77943855128666 54.64588525720374, -163.82027683048298 54.62648784360437, -163.8668688871181 54.61206827209048, -163.91742421458468 54.60318620135582, -163.96999999999997 54.60018665540044, -164.02257578541526 54.60318620135582, -164.07313111288184 54.61206827209048, -164.119723169517 54.62648784360437, -164.1605614487133 54.64588525720374, -164.1940765583037 54.66950856915915, -164.218980531422 54.69644344022311, -164.2343163223477 54.72564926478062, -164.23949458523586 54.75599999999999, -164.2343163223477 54.7863279982168, -164.218980531422 54.815469073286586, -164.1940765583037 54.84230703994234, -164.1605614487133 54.86581604542889, -164.119723169517 54.88509915263987, -164.07313111288184 54.89942181993986, -164.02257578541526 54.90823914138112, -163.96999999999997 54.9112159504144, -163.91742421458468 54.90823914138112, -163.8668688871181 54.89942181993986, -163.82027683048298 54.88509915263987, -163.77943855128666 54.86581604542889, -163.7459234416963 54.84230703994234, -163.72101946857796 54.815469073286586, -163.70568367765227 54.7863279982168, -163.70050541476414 54.75599999999999))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_40d,342110,Pacaya,Composite,Complex,2021.0,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Eruptions from Pacaya are frequently visible from Guatemala City, the nation's capital. This complex basaltic volcano was constructed just outside the southern topographic rim of the 14 x 16 km Pleistocene Amatitlán caldera. A cluster of dacitic lava domes occupies the southern caldera floor. The post-caldera Pacaya massif includes the older Pacaya Viejo and Cerro Grande stratovolcanoes and the currently active Mackenney stratovolcano. Collapse of Pacaya Viejo between 600 and 1,500 years ago produced a debris-avalanche deposit that extends 25 km onto the Pacific coastal plain and left an arcuate scarp inside which the modern Pacaya volcano (Mackenney cone) grew. The NW-flank Cerro Chino crater was last active in the 19th century. During the past several decades, activity has consisted of frequent Strombolian eruptions with intermittent lava flow extrusion that has partially filled in the caldera moat and covered the flanks of Mackenney cone, punctuated by occasional larger explosive eruptions that partially destroy the summit.",14.382,-90.601,2569,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-07902.jpg,"The Volcán de Pacaya massif rises above the capital city of Guatemala, located only 30 km to the north. The rounded, forested lava dome of Cerro Grande forms the high point at the left. The next highest peak to the right is the historically active vent of Pacaya, with the right-hand summit being the MacKenney cone, which has been active since 1965. Eruptions of Pacaya are often visible from Guatemala City.","Photo by Bill Rose, 1989 (Michigan Technological University).",Basalt / Picro-Basalt,-90.601,14.382,unrest,30,"POLYGON ((-90.33150541476412 14.382, -90.33668367765227 14.33106607682676, -90.35201946857796 14.282078603597965, -90.37692344169629 14.236922045762915, -90.41043855128666 14.197334563369514, -90.45127683048297 14.164840784713652, -90.49786888711812 14.140692715968688, -90.54842421458473 14.125821132621294, -90.60099999999998 14.120799394006493, -90.65357578541526 14.125821132621294, -90.70413111288185 14.140692715968688, -90.750723169517 14.164840784713652, -90.79156144871332 14.197334563369514, -90.82507655830369 14.236922045762915, -90.849980531422 14.282078603597965, -90.8653163223477 14.33106607682676, -90.87049458523585 14.382, -90.8653163223477 14.432922315449138, -90.849980531422 14.481876732717737, -90.82507655830369 14.526983818926523, -90.79156144871332 14.566512945733997, -90.750723169517 14.598948368994556, -90.70413111288185 14.623046966573446, -90.65357578541526 14.637885494420827, -90.60099999999998 14.642895625502144, -90.54842421458473 14.637885494420827, -90.49786888711812 14.623046966573446, -90.45127683048297 14.598948368994556, -90.41043855128666 14.566512945733999, -90.37692344169629 14.526983818926523, -90.35201946857796 14.481876732717737, -90.33668367765227 14.432922315449138, -90.33150541476412 14.382))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_440,345070,Turrialba,Composite,Stratovolcano,2022.0,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Turrialba, the easternmost of Costa Rica's Holocene volcanoes, is a large vegetated basaltic-to-dacitic stratovolcano located across a broad saddle NE of Irazú volcano overlooking the city of Cartago. The massive edifice covers an area of 500 km2. Three well-defined craters occur at the upper SW end of a broad 800 x 2200 m summit depression that is breached to the NE. Most activity originated from the summit vent complex, but two pyroclastic cones are located on the SW flank. Five major explosive eruptions have occurred during the past 3500 years. A series of explosive eruptions during the 19th century were sometimes accompanied by pyroclastic flows. Fumarolic activity continues at the central and SW summit craters.",10.025,-83.767,3340,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-09636.jpg,"The Turrialba summit crater complex is seen here from the north, with the Central Valley of Costa Rica in the background. Three well-defined craters can be seen at the upper SW end of the broad summit area. Hydrothermally altered deposits can be seen at the central and SW summit craters (right), where geothermal activity continues. ","Photo by Federico Chavarria Kopper, 1999.",Andesite / Basaltic Andesite,-83.767,10.025,unrest,30,"POLYGON ((-83.49750541476415 10.025, -83.5026836776523 9.973222819189123, -83.51801946857798 9.923427645066484, -83.5429234416963 9.877529443759444, -83.57643855128667 9.837294067090253, -83.61727683048298 9.804270085182436, -83.66386888711814 9.779728921908216, -83.71442421458472 9.764615646446483, -83.767 9.759512362841297, -83.81957578541525 9.764615646446483, -83.87013111288186 9.779728921908216, -83.91672316951701 9.804270085182436, -83.95756144871332 9.837294067090253, -83.9910765583037 9.877529443759444, -84.01598053142202 9.923427645066484, -84.0313163223477 9.973222819189123, -84.03649458523586 10.025, -84.0313163223477 10.07676891071941, -84.01598053142202 10.126540533644757, -83.9910765583037 10.172403488178926, -83.95756144871332 10.212597288575303, -83.91672316951701 10.245579694351632, -83.87013111288186 10.27008561119419, -83.81957578541525 10.28517533579983, -83.767 10.290270349454884, -83.71442421458472 10.28517533579983, -83.66386888711814 10.27008561119419, -83.61727683048298 10.245579694351632, -83.57643855128667 10.212597288575305, -83.5429234416963 10.172403488178926, -83.51801946857798 10.126540533644757, -83.5026836776523 10.07676891071941, -83.49750541476415 10.025))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_1ea,263340,Raung,Composite,Stratovolcano,2025.0,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,"Raung, one of Java's most active volcanoes, is a massive stratovolcano in easternmost Java that was constructed SW of the rim of Ijen caldera. The unvegetated summit is truncated by a dramatic steep-walled, 2-km-wide caldera that has been the site of frequent historical eruptions. A prehistoric collapse of Gunung Gadung on the W flank produced a large debris avalanche that traveled 79 km, reaching nearly to the Indian Ocean. Raung contains several centers constructed along a NE-SW line, with Gunung Suket and Gunung Gadung stratovolcanoes being located to the NE and W, respectively.",-8.119,114.056,3260,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01143.jpg,"Raung volcano, near the eastern tip of Java, contains a 2-km-wide summit caldera. One of Java's most active volcanoes, Raung produces frequent moderate explosive eruptions, like this one in 1988 from a cone within the caldera, that keep the upper flanks of the volcano sparsely vegetated. Raung forms part of a NW-SE-trending chain of volcanoes constructed near the SW rim of Ijen caldera.","Photo by Willem Rohi, 1988 (Volcanological Survey of Indonesia).",Andesite / Basaltic Andesite,114.056,-8.119,erupting,30,"POLYGON ((114.32549458523584 -8.118999999999998, 114.3203163223477 -8.171045432290866, 114.30498053142202 -8.221084387218445, 114.28007655830369 -8.267194962962376, 114.24656144871331 -8.307606787903165, 114.205723169517 -8.340768807286247, 114.15913111288185 -8.365408589092809, 114.10857578541524 -8.380580916949318, 114.05599999999998 -8.385703851499128, 114.00342421458473 -8.380580916949318, 113.95286888711813 -8.365408589092809, 113.90627683048298 -8.340768807286247, 113.86543855128667 -8.307606787903165, 113.83192344169629 -8.267194962962376, 113.80701946857796 -8.221084387218445, 113.79168367765229 -8.171045432290866, 113.78650541476414 -8.118999999999998, 113.79168367765229 -8.066947822439449, 113.80701946857796 -8.016889658634293, 113.83192344169629 -7.970750334843476, 113.86543855128667 -7.93030459937714, 113.90627683048298 -7.897108669585267, 113.95286888711813 -7.872440140013704, 114.00342421458473 -7.857248603561501, 114.05599999999998 -7.852118923858765, 114.10857578541524 -7.857248603561501, 114.15913111288185 -7.872440140013704, 114.205723169517 -7.897108669585267, 114.24656144871331 -7.93030459937714, 114.28007655830369 -7.970750334843476, 114.30498053142202 -8.016889658634293, 114.3203163223477 -8.066947822439449, 114.32549458523584 -8.118999999999998))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_1fc,264180,Lewotobi,Composite,Stratovolcano(es),2025.0,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,"The Lewotobi edifice in eastern Flores Island is composed of the two adjacent Lewotobi Laki-laki and Lewotobi Perempuan stratovolcanoes (the ""husband and wife""). Their summits are less than 2 km apart along a NW-SE line. The conical Laki-laki to the NW has been frequently active during the 19th and 20th centuries, while the taller and broader Perempuan has had observed eruptions in 1921 and 1935. Small lava domes have grown during the 20th century in both of the summit craters, which are open to the north. A prominent cone, Iliwokar, occurs on the E flank of Perampuan.",-8.542,122.775,1703,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-11759.jpg,Lewotobi Lakilaki (left) and Lewotobi Perempuan (right) rise above forests on their western flanks. They were constructed along a NW-SE-trending line. Both volcanoes have erupted during historical time but Lakilaki has been more active.,"Photo by Joël Boyer, 2004 (L.A.V.E.)",Andesite / Basaltic Andesite,122.775,-8.542,erupting,30,"POLYGON ((123.04449458523584 -8.541999999999998, 123.03931632234769 -8.593989025030222, 123.02398053142201 -8.643973418808162, 122.9990765583037 -8.690033431707914, 122.9655614487133 -8.730400717991554, 122.92472316951701 -8.763526032012399, 122.87813111288186 -8.788138449736659, 122.82757578541525 -8.80329388890782, 122.77499999999999 -8.808411114312316, 122.72242421458472 -8.80329388890782, 122.67186888711814 -8.788138449736659, 122.62527683048299 -8.763526032012399, 122.58443855128667 -8.730400717991554, 122.5509234416963 -8.690033431707914, 122.52601946857796 -8.643973418808162, 122.51068367765228 -8.593989025030222, 122.50550541476413 -8.541999999999998, 122.51068367765228 -8.49000388847876, 122.52601946857796 -8.43999931410833, 122.5509234416963 -8.393909098890909, 122.58443855128667 -8.353506186657519, 122.62527683048299 -8.320345246809275, 122.67186888711814 -8.295702627062713, 122.72242421458472 -8.280527007594431, 122.77499999999999 -8.275402695821276, 122.82757578541525 -8.280527007594431, 122.87813111288186 -8.295702627062713, 122.92472316951701 -8.320345246809275, 122.9655614487133 -8.353506186657519, 122.9990765583037 -8.393909098890909, 123.02398053142201 -8.43999931410833, 123.03931632234769 -8.49000388847876, 123.04449458523584 -8.541999999999998))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_1fe,264230,Lewotolok,Composite,Stratovolcano,2025.0,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,"The Lewotolok (or Lewotolo) stratovolcano occupies the eastern end of an elongated peninsula extending north into the Flores Sea, connected to Lembata (formerly Lomblen) Island by a narrow isthmus. It is symmetrical when viewed from the north and east. A small cone with a 130-m-wide crater constructed at the SE side of a larger crater forms the volcano's high point. Many lava flows have reached the coastline. Eruptions recorded since 1660 have consisted of explosive activity from the summit crater.",-8.274,123.508,1431,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-08323.jpg,"Lewotolo, seen here from the Flores Sea NW of the volcano, anchors the eastern end of the northern peninsula that is connected to Lomblen Island by a narrow isthmus.  Many lava flows have reached the coastline of the peninsula.  Historical eruptions from Lewotolo have been recorded since 1660 and have consisted of explosive activity from the summit crater.    ","Photo by Rob McCaffrey, 1982 (Rensselaer Polytechnic Institute).",Andesite / Basaltic Andesite,123.508,-8.274,erupting,30,"POLYGON ((123.77749458523586 -8.274, 123.77231632234769 -8.326025092023754, 123.75698053142202 -8.376044370343664, 123.73207655830369 -8.422136709642798, 123.69856144871332 -8.462532469493283, 123.657723169517 -8.495681248294957, 123.61113111288185 -8.520311158605283, 123.56057578541527 -8.53547739369213, 123.50799999999998 -8.540598268567603, 123.45542421458472 -8.53547739369213, 123.40486888711811 -8.520311158605283, 123.35827683048299 -8.495681248294957, 123.31743855128667 -8.462532469493283, 123.28392344169627 -8.422136709642798, 123.25901946857797 -8.376044370343664, 123.24368367765229 -8.326025092023754, 123.23850541476413 -8.274, 123.24368367765229 -8.221968037498101, 123.25901946857797 -8.171929193737522, 123.28392344169627 -8.12580757275836, 123.31743855128667 -8.085377272921013, 123.35827683048299 -8.052193954251297, 123.40486888711811 -8.02753476254779, 123.45542421458472 -8.01234896230712, 123.50799999999998 -8.007221217072319, 123.56057578541527 -8.01234896230712, 123.61113111288185 -8.02753476254779, 123.657723169517 -8.052193954251297, 123.69856144871332 -8.085377272921013, 123.73207655830369 -8.12580757275836, 123.75698053142202 -8.171929193737522, 123.77231632234769 -8.221968037498101, 123.77749458523586 -8.274))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_215,268010,Dukono,Composite,Complex,2025.0,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,"The Dukono complex in northern Halmahera is on an edifice with a broad, low profile containing multiple peaks and overlapping craters. Almost continuous explosive eruptions, sometimes accompanied by lava flows, have occurred since 1933. During a major eruption in 1550 CE, a lava flow filled in the strait between Halmahera and the Gunung Mamuya cone, 10 km NE. Malupang Wariang, 1 km SW of the summit crater complex, contains a 700 x 570 m crater that has also had reported eruptions.",1.6992,127.8783,1273,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01741.jpg,"The isolated volcano of Dukono at the northern end of Halmahera Island, is one of Indonesia's most active.  Seen here in June 1991, Dukono has a broad profile and is capped by many compound craters.  Dukono has displayed more or less continuous explosive activity since 1933, occasionally accompanied by lava flows.","Photo by Vivianne Clavel, 1991.",Andesite / Basaltic Andesite,127.8783,1.6992,erupting,30,"POLYGON ((128.14779458523586 1.6992, 128.1426163223477 1.6466466259071275, 128.127280531422 1.5961115410743185, 128.10237655830372 1.5495370394675427, 128.0688614487133 1.5087133040846379, 128.028023169517 1.475209557004976, 127.98143111288186 1.4503136996131318, 127.93087578541527 1.4349827697696291, 127.87830000000001 1.4298061250060186, 127.82572421458475 1.4349827697696291, 127.77516888711814 1.4503136996131318, 127.728576830483 1.4752095570049757, 127.68773855128667 1.5087133040846379, 127.6542234416963 1.5495370394675427, 127.62931946857798 1.5961115410743185, 127.61398367765229 1.6466466259071275, 127.60880541476413 1.6992, 127.61398367765229 1.7517519441590297, 127.62931946857798 1.802282956890266, 127.6542234416963 1.8488513641815476, 127.68773855128667 1.8896679108525833, 127.728576830483 1.9231644692457084, 127.77516888711814 1.948054232383216, 127.82572421458475 1.9633810901863038, 127.87830000000001 1.9685563050414034, 127.93087578541527 1.9633810901863038, 127.98143111288186 1.948054232383216, 128.028023169517 1.9231644692457084, 128.0688614487133 1.8896679108525833, 128.10237655830372 1.848851364181548, 128.127280531422 1.8022829568902665, 128.1426163223477 1.75175194415903, 128.14779458523586 1.6992))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_217,268030,Ibu,Composite,Stratovolcano,2025.0,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,"The truncated summit of Gunung Ibu stratovolcano along the NW coast of Halmahera Island has large nested summit craters. The inner crater, 1 km wide and 400 m deep, has contained several small crater lakes. The 1.2-km-wide outer crater is breached on the N, creating a steep-walled valley. A large cone grew ENE of the summit, and a smaller one to the WSW has fed a lava flow down the W flank. A group of maars is located below the N and W flanks. The first observed and recorded eruption was a small explosion from the summit crater in 1911. Eruptive activity began again in December 1998, producing a lava dome that eventually covered much of the floor of the inner summit crater along with ongoing explosive ash emissions.",1.4941,127.6324,1357,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10060.jpg,"Gunung Ibu volcano on the NW coast of Halmahera Island rises beyond a small village on its WNW flank.  The summit of the stratovolcano is truncated by nested craters; the inner crater, 1 km wide and 400 m deep, contains several small crater lakes.  The outer crater is breached on the north side, forming the deep valley seen here on the left side of the summit ridge. Few eruptions are known in historical time from Ibu, although it was erupting at the time of this February 1999 photo.","Photo by Agus Karim, 1999 (Volcanological Survey of Indonesia).",Andesite / Basaltic Andesite,127.6324,1.4941,erupting,30,"POLYGON ((127.90189458523584 1.4941, 127.89671632234769 1.4415414681654992, 127.88138053142201 1.391001586439313, 127.8564765583037 1.344422805199036, 127.8229614487133 1.3035954300880055, 127.78212316951699 1.2700887737182953, 127.73553111288186 1.2451907999288814, 127.68497578541526 1.2298585860723998, 127.6324 1.2246815110658158, 127.57982421458472 1.2298585860723998, 127.52926888711814 1.2451907999288814, 127.48267683048299 1.270088773718295, 127.44183855128666 1.3035954300880055, 127.4083234416963 1.344422805199036, 127.38341946857797 1.391001586439313, 127.36808367765228 1.4415414681654992, 127.36290541476413 1.4941, 127.36808367765228 1.546657274331915, 127.38341946857797 1.5971935749985438, 127.4083234416963 1.6437669968178084, 127.44183855128666 1.6845880500812986, 127.48267683048299 1.7180883846257506, 127.52926888711814 1.742980999047948, 127.57982421458472 1.7583096318986673, 127.6324 1.7634854494249486, 127.68497578541526 1.7583096318986673, 127.73553111288186 1.742980999047948, 127.78212316951699 1.7180883846257513, 127.8229614487133 1.6845880500812986, 127.8564765583037 1.6437669968178086, 127.88138053142201 1.597193574998544, 127.89671632234769 1.5466572743319151, 127.90189458523584 1.4941))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_228,272020,Kanlaon,Composite,Stratovolcano,2025.0,Philippines,Western Pacific Volcanic Regions,Negros-Sulu Volcanic Arc,"Kanlaon volcano (also spelled Canlaon) forms the highest point on the Philippine island of Negros. The massive andesitic stratovolcano is covered with fissure-controlled pyroclastic cones and craters, many of which are filled by lakes. The largest debris avalanche known in the Philippines traveled 33 km SW from Kanlaon. The summit contains a 2-km-wide, elongated northern caldera with a crater lake and a smaller but higher active vent, Lugud crater, to the south. Eruptions recorded since 1866 have typically consisted of phreatic explosions of small-to-moderate size that produce minor local ashfall.",10.4096,123.13,2422,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-11934.jpg,"Meteorological clouds drape the sparsely vegetated summit of Kanlaon, the most active volcano of the central Philippines and the highest point of Negros Island. It contains different cones and craters, many of which are filled by lakes. Historical eruptions, recorded since 1866, have typically consisted of small-to-moderate phreatic explosions that produce minor ashfall near the volcano.",Photo courtesy of PHIVOLCS.,Andesite / Basaltic Andesite,123.13,10.4096,erupting,30,"POLYGON ((123.39949458523584 10.409599999999998, 123.39431632234769 10.357885268363567, 123.37898053142202 10.308149857099435, 123.3540765583037 10.26230648470374, 123.3205614487133 10.222118969530175, 123.27972316951698 10.189134129343987, 123.23313111288186 10.164621970855126, 123.18257578541525 10.149526522447188, 123.13 10.144429252446557, 123.07742421458472 10.149526522447188, 123.02686888711814 10.164621970855126, 122.98027683048298 10.189134129343987, 122.93943855128667 10.222118969530175, 122.9059234416963 10.26230648470374, 122.88101946857796 10.308149857099435, 122.86568367765229 10.357885268363567, 122.86050541476413 10.409599999999998, 122.86568367765229 10.461306158082625, 122.88101946857796 10.511017153962861, 122.9059234416963 10.556823986241893, 122.93943855128667 10.59696839954401, 122.98027683048298 10.629910138004838, 123.02686888711814 10.654385756729729, 123.07742421458472 10.669456790106464, 123.13 10.674545486699381, 123.18257578541525 10.669456790106464, 123.23313111288186 10.654385756729729, 123.27972316951698 10.629910138004838, 123.3205614487133 10.596968399544012, 123.3540765583037 10.556823986241893, 123.37898053142202 10.511017153962861, 123.39431632234769 10.461306158082625, 123.39949458523584 10.409599999999998))"
